regParam,maxIter,cv_avg_r2
1.0,10,0.14006612346436156
1.0,50,0.14006612346436156
1.0,100,0.14006612346436156
0.1,10,0.14006142992785595
0.1,50,0.14006142992785595
0.1,100,0.14006142992785595
0.01,10,0.1400607081855337
0.01,50,0.1400607081855337
0.01,100,0.1400607081855337
