regParam,maxIter,cv_avg_accuracy
0.01,10,0.7714802330648376
0.01,50,0.7714802330648376
0.01,100,0.7714802330648376
0.1,10,0.7714802330648376
0.1,50,0.7714802330648376
0.1,100,0.7714802330648376
1.0,10,0.7714802330648376
1.0,50,0.7714802330648376
1.0,100,0.7714802330648376
